goal_id;world_cup_year;match_id;team_id;team_name;team_code;scored_by_player;shirt_number;minute;additional_minute;match_period;own_goal;penalty
G-0906;1974;M-1974-22;T-71;Sweden;SWE;P-08549;11;74;0;2H;0;0
G-0907;1974;M-1974-23;T-03;Argentina;ARG;P-07742;22;15;0;1H;0;0
G-0908;1974;M-1974-23;T-03;Argentina;ARG;P-07742;22;68;0;2H;0;0
G-0909;1974;M-1974-23;T-03;Argentina;ARG;P-01388;11;18;0;1H;0;0
G-0910;1974;M-1974-23;T-03;Argentina;ARG;P-03494;2;55;0;2H;0;0
G-0911;1974;M-1974-23;T-32;Haiti;HTI;P-00406;20;63;0;2H;0;0
G-0912;1974;M-1974-24;T-55;Poland;POL;P-00830;17;38;0;1H;0;0
G-0913;1974;M-1974-24;T-55;Poland;POL;P-08763;12;44;0;1H;0;0
G-0914;1974;M-1974-24;T-39;Italy;ITA;P-07878;8;85;0;2H;0;0
G-0915;1974;M-1974-25;T-82;West Germany;DEU;P-02216;3;39;0;1H;0;0
G-0916;1974;M-1974-25;T-82;West Germany;DEU;P-02483;13;82;0;2H;0;0
G-0917;1974;M-1974-26;T-09;Brazil;BRA;P-08138;10;60;0;2H;0;0
G-0918;1974;M-1974-27;T-46;Netherlands;NLD;P-04432;14;11;0;1H;0;0
G-0919;1974;M-1974-27;T-46;Netherlands;NLD;P-04432;14;90;0;2H;0;0
G-0920;1974;M-1974-27;T-46;Netherlands;NLD;P-02465;12;25;0;1H;0;0
G-0921;1974;M-1974-27;T-46;Netherlands;NLD;P-02210;16;73;0;2H;0;0
G-0922;1974;M-1974-28;T-55;Poland;POL;P-07200;16;43;0;1H;0;0
G-0923;1974;M-1974-29;T-03;Argentina;ARG;P-04193;6;35;0;1H;0;0
G-0924;1974;M-1974-29;T-09;Brazil;BRA;P-08138;10;32;0;1H;0;0
G-0925;1974;M-1974-29;T-09;Brazil;BRA;P-07877;7;49;0;2H;0;0
G-0926;1974;M-1974-30;T-46;Netherlands;NLD;P-07695;13;7;0;1H;0;0
G-0927;1974;M-1974-30;T-46;Netherlands;NLD;P-07325;15;59;0;2H;0;0
G-0928;1974;M-1974-31;T-55;Poland;POL;P-08763;12;24;0;1H;0;1
G-0929;1974;M-1974-31;T-55;Poland;POL;P-07200;16;62;0;2H;0;0
G-0930;1974;M-1974-31;T-83;Yugoslavia;YUG;P-01252;18;43;0;1H;0;0
G-0931;1974;M-1974-32;T-82;West Germany;DEU;P-01728;12;51;0;2H;0;0
G-0932;1974;M-1974-32;T-82;West Germany;DEU;P-05466;16;52;0;2H;0;0
G-0933;1974;M-1974-32;T-82;West Germany;DEU;P-05887;9;76;0;2H;0;0
G-0934;1974;M-1974-32;T-82;West Germany;DEU;P-09543;14;89;0;2H;0;1
G-0935;1974;M-1974-32;T-71;Sweden;SWE;P-05385;10;24;0;1H;0;0
G-0936;1974;M-1974-32;T-71;Sweden;SWE;P-08549;11;53;0;2H;0;0
G-0937;1974;M-1974-33;T-82;West Germany;DEU;P-02483;13;76;0;2H;0;0
G-0938;1974;M-1974-34;T-03;Argentina;ARG;P-01388;11;20;0;1H;0;0
G-0939;1974;M-1974-34;T-23;East Germany;DDR;P-03168;11;14;0;1H;0;0
G-0940;1974;M-1974-35;T-46;Netherlands;NLD;P-07695;13;50;0;2H;0;0
G-0941;1974;M-1974-35;T-46;Netherlands;NLD;P-04432;14;65;0;2H;0;0
G-0942;1974;M-1974-36;T-71;Sweden;SWE;P-05385;10;29;0;1H;0;0
G-0943;1974;M-1974-36;T-71;Sweden;SWE;P-07472;8;85;0;2H;0;0
G-0944;1974;M-1974-36;T-83;Yugoslavia;YUG;P-04912;9;27;0;1H;0;0
G-0945;1974;M-1974-37;T-55;Poland;POL;P-07200;16;76;0;2H;0;0
G-0946;1974;M-1974-38;T-46;Netherlands;NLD;P-07695;13;2;0;1H;0;1
G-0947;1974;M-1974-38;T-82;West Germany;DEU;P-02216;3;25;0;1H;0;1
G-0948;1974;M-1974-38;T-82;West Germany;DEU;P-02483;13;43;0;1H;0;0
G-0949;1978;M-1978-02;T-39;Italy;ITA;P-08703;21;29;0;1H;0;0
G-0950;1978;M-1978-02;T-39;Italy;ITA;P-07176;15;54;0;2H;0;0
G-0951;1978;M-1978-02;T-28;France;FRA;P-02000;17;1;0;1H;0;0
G-0952;1978;M-1978-03;T-75;Tunisia;TUN;P-07717;3;55;0;2H;0;0
G-0953;1978;M-1978-03;T-75;Tunisia;TUN;P-02826;6;79;0;2H;0;0
G-0954;1978;M-1978-03;T-75;Tunisia;TUN;P-03642;2;87;0;2H;0;0
G-0955;1978;M-1978-03;T-44;Mexico;MEX;P-07268;5;45;0;1H;0;1
G-0956;1978;M-1978-04;T-03;Argentina;ARG;P-00328;14;14;0;1H;0;0
G-0957;1978;M-1978-04;T-03;Argentina;ARG;P-05050;4;83;0;2H;0;0
G-0958;1978;M-1978-04;T-34;Hungary;HUN;P-08066;13;9;0;1H;0;0
G-0959;1978;M-1978-05;T-05;Austria;AUT;P-02601;18;10;0;1H;0;0
G-0960;1978;M-1978-05;T-05;Austria;AUT;P-06890;9;76;0;2H;0;0
G-0961;1978;M-1978-05;T-70;Spain;ESP;P-08401;7;21;0;1H;0;0
G-0962;1978;M-1978-06;T-09;Brazil;BRA;P-08877;9;45;0;1H;0;0
G-0963;1978;M-1978-06;T-71;Sweden;SWE;P-01558;10;37;0;1H;0;0
G-0964;1978;M-1978-07;T-46;Netherlands;NLD;P-07325;12;40;0;1H;0;1
G-0965;1978;M-1978-07;T-46;Netherlands;NLD;P-07325;12;62;0;2H;0;0
G-0966;1978;M-1978-07;T-46;Netherlands;NLD;P-07325;12;78;0;2H;0;1
G-0967;1978;M-1978-08;T-54;Peru;PER;P-07344;8;43;0;1H;0;0
G-0968;1978;M-1978-08;T-54;Peru;PER;P-01348;10;71;0;2H;0;0
G-0969;1978;M-1978-08;T-54;Peru;PER;P-01348;10;77;0;2H;0;0
G-0970;1978;M-1978-08;T-61;Scotland;SCO;P-05720;9;14;0;1H;0;0
G-0971;1978;M-1978-09;T-39;Italy;ITA;P-08703;21;34;0;1H;0;0
G-0972;1978;M-1978-09;T-39;Italy;ITA;P-02699;18;35;0;1H;0;0
G-0973;1978;M-1978-09;T-39;Italy;ITA;P-08612;10;61;0;2H;0;0
G-0974;1978;M-1978-09;T-34;Hungary;HUN;P-03030;19;81;0;2H;0;1
G-0975;1978;M-1978-10;T-55;Poland;POL;P-07200;16;43;0;1H;0;0
G-0976;1978;M-1978-11;T-82;West Germany;DEU;P-00538;14;15;0;1H;0;0
G-0977;1978;M-1978-11;T-82;West Germany;DEU;P-07727;20;30;0;1H;0;0
G-0978;1978;M-1978-11;T-82;West Germany;DEU;P-08975;11;38;0;1H;0;0
G-0979;1978;M-1978-11;T-82;West Germany;DEU;P-08975;11;73;0;2H;0;0
G-0980;1978;M-1978-11;T-82;West Germany;DEU;P-02716;10;44;0;1H;0;0
G-0981;1978;M-1978-11;T-82;West Germany;DEU;P-02716;10;89;0;2H;0;0
G-0982;1978;M-1978-12;T-03;Argentina;ARG;P-00705;19;45;0;1H;0;1
G-0983;1978;M-1978-12;T-03;Argentina;ARG;P-00328;14;73;0;2H;0;0
G-0984;1978;M-1978-12;T-28;France;FRA;P-07530;15;60;0;2H;0;0
G-0985;1978;M-1978-13;T-05;Austria;AUT;P-06890;9;42;0;1H;0;1
G-0986;1978;M-1978-16;T-36;Iran;IRN;P-02042;2;60;0;2H;0;0
G-0987;1978;M-1978-16;T-61;Scotland;SCO;P-07254;15;43;0;1H;1;0
G-0988;1978;M-1978-17;T-28;France;FRA;P-03471;6;23;0;1H;0;0
G-0989;1978;M-1978-17;T-28;France;FRA;P-07675;14;38;0;1H;0;0
G-0990;1978;M-1978-17;T-28;France;FRA;P-00360;18;42;0;1H;0;0
G-0991;1978;M-1978-17;T-34;Hungary;HUN;P-06710;5;41;0;1H;0;0
G-0992;1978;M-1978-18;T-55;Poland;POL;P-05351;18;43;0;1H;0;0
G-0993;1978;M-1978-18;T-55;Poland;POL;P-05351;18;84;0;2H;0;0
G-0994;1978;M-1978-18;T-55;Poland;POL;P-08763;12;56;0;2H;0;0
G-0995;1978;M-1978-18;T-44;Mexico;MEX;P-01420;9;52;0;2H;0;0
G-0996;1978;M-1978-20;T-39;Italy;ITA;P-02699;18;67;0;2H;0;0
G-0997;1978;M-1978-21;T-09;Brazil;BRA;P-06608;20;40;0;1H;0;0
G-0998;1978;M-1978-22;T-70;Spain;ESP;P-02795;4;75;0;2H;0;0
G-0999;1978;M-1978-23;T-54;Peru;PER;P-01919;6;2;0;1H;0;0
G-1000;1978;M-1978-23;T-54;Peru;PER;P-01348;10;36;0;1H;0;1
G-1001;1978;M-1978-23;T-54;Peru;PER;P-01348;10;39;0;1H;0;1
G-1002;1978;M-1978-23;T-54;Peru;PER;P-01348;10;79;0;2H;0;0
G-1003;1978;M-1978-23;T-36;Iran;IRN;P-00304;10;41;0;1H;0;0
G-1004;1978;M-1978-24;T-61;Scotland;SCO;P-04509;8;45;0;1H;0;0
G-1005;1978;M-1978-24;T-61;Scotland;SCO;P-04060;15;46;0;2H;0;1
G-1006;1978;M-1978-24;T-61;Scotland;SCO;P-04060;15;68;0;2H;0;0
G-1007;1978;M-1978-24;T-46;Netherlands;NLD;P-07325;12;34;0;1H;0;1
G-1008;1978;M-1978-24;T-46;Netherlands;NLD;P-02210;16;71;0;2H;0;0
G-1009;1978;M-1978-25;T-05;Austria;AUT;P-05506;3;80;0;2H;0;0
G-1010;1978;M-1978-25;T-46;Netherlands;NLD;P-03043;22;6;0;1H;0;0
G-1011;1978;M-1978-25;T-46;Netherlands;NLD;P-07325;12;35;0;1H;0;1
G-1012;1978;M-1978-25;T-46;Netherlands;NLD;P-02210;16;36;0;1H;0;0
G-1013;1978;M-1978-25;T-46;Netherlands;NLD;P-02210;16;53;0;2H;0;0
G-1014;1978;M-1978-25;T-46;Netherlands;NLD;P-03042;11;82;0;2H;0;0
G-1015;1978;M-1978-27;T-09;Brazil;BRA;P-02014;11;15;0;1H;0;0
G-1016;1978;M-1978-27;T-09;Brazil;BRA;P-02014;11;27;0;1H;0;0
G-1017;1978;M-1978-27;T-09;Brazil;BRA;P-03653;8;72;0;2H;0;1
G-1018;1978;M-1978-28;T-03;Argentina;ARG;P-07202;10;16;0;1H;0;0
G-1019;1978;M-1978-28;T-03;Argentina;ARG;P-07202;10;71;0;2H;0;0
G-1020;1978;M-1978-29;T-55;Poland;POL;P-00830;17;65;0;2H;0;0
G-1021;1978;M-1978-30;T-39;Italy;ITA;P-08703;21;13;0;1H;0;0
G-1022;1978;M-1978-31;T-46;Netherlands;NLD;P-09366;9;27;0;1H;0;0
G-1023;1978;M-1978-31;T-46;Netherlands;NLD;P-02579;10;82;0;2H;0;0
G-1024;1978;M-1978-31;T-82;West Germany;DEU;P-03561;7;3;0;1H;0;0
G-1025;1978;M-1978-31;T-82;West Germany;DEU;P-00538;14;70;0;2H;0;0
G-1026;1978;M-1978-33;T-05;Austria;AUT;P-06890;9;66;0;2H;0;0
G-1027;1978;M-1978-33;T-05;Austria;AUT;P-06890;9;87;0;2H;0;0
G-1028;1978;M-1978-33;T-82;West Germany;DEU;P-08975;11;19;0;1H;0;0
G-1029;1978;M-1978-33;T-82;West Germany;DEU;P-03861;17;68;0;2H;0;0
G-1030;1978;M-1978-33;T-05;Austria;AUT;P-00329;2;59;0;2H;1;0
G-1031;1978;M-1978-34;T-46;Netherlands;NLD;P-03043;22;49;0;2H;0;0
G-1032;1978;M-1978-34;T-46;Netherlands;NLD;P-09366;9;76;0;2H;0;0
G-1033;1978;M-1978-34;T-39;Italy;ITA;P-03043;22;19;0;1H;1;0
G-1034;1978;M-1978-35;T-09;Brazil;BRA;P-08465;13;13;0;1H;0;0
G-1035;1978;M-1978-35;T-09;Brazil;BRA;P-06608;20;58;0;2H;0;0
G-1036;1978;M-1978-35;T-09;Brazil;BRA;P-06608;20;63;0;2H;0;0
G-1037;1978;M-1978-35;T-55;Poland;POL;P-07200;16;45;0;1H;0;0
G-1038;1978;M-1978-36;T-03;Argentina;ARG;P-07202;10;21;0;1H;0;0
G-1039;1978;M-1978-36;T-03;Argentina;ARG;P-07202;10;49;0;2H;0;0
G-1040;1978;M-1978-36;T-03;Argentina;ARG;P-06305;20;43;0;1H;0;0
G-1041;1978;M-1978-36;T-03;Argentina;ARG;P-00328;14;50;0;2H;0;0
G-1042;1978;M-1978-36;T-03;Argentina;ARG;P-00328;14;72;0;2H;0;0
G-1043;1978;M-1978-36;T-03;Argentina;ARG;P-01388;9;67;0;2H;0;0
G-1044;1978;M-1978-37;T-09;Brazil;BRA;P-08465;13;64;0;2H;0;0
G-1045;1978;M-1978-37;T-09;Brazil;BRA;P-02014;11;71;0;2H;0;0
G-1046;1978;M-1978-37;T-39;Italy;ITA;P-01918;16;38;0;1H;0;0
G-1047;1978;M-1978-38;T-03;Argentina;ARG;P-07202;10;38;0;1H;0;0
G-1048;1978;M-1978-38;T-03;Argentina;ARG;P-07202;10;105;0;ET, 1H;0;0
G-1049;1978;M-1978-38;T-03;Argentina;ARG;P-05050;4;115;0;ET, 2H;0;0
G-1050;1978;M-1978-38;T-46;Netherlands;NLD;P-05468;18;82;0;2H;0;0
G-1051;1982;M-1982-01;T-06;Belgium;BEL;P-03124;9;62;0;2H;0;0
G-1052;1982;M-1982-03;T-09;Brazil;BRA;P-03716;8;75;0;2H;0;0
G-1053;1982;M-1982-03;T-09;Brazil;BRA;P-05515;11;88;0;2H;0;0
G-1054;1982;M-1982-03;T-69;Soviet Union;SUN;P-03268;12;34;0;1H;0;0
G-1055;1982;M-1982-05;T-34;Hungary;HUN;P-01344;8;4;0;1H;0;0
G-1056;1982;M-1982-05;T-34;Hungary;HUN;P-01344;8;83;0;2H;0;0
G-1057;1982;M-1982-05;T-34;Hungary;HUN;P-06199;11;11;0;1H;0;0
G-1058;1982;M-1982-05;T-34;Hungary;HUN;P-07494;7;23;0;1H;0;0
G-1059;1982;M-1982-05;T-34;Hungary;HUN;P-07494;7;54;0;2H;0;0
G-1060;1982;M-1982-05;T-34;Hungary;HUN;P-06824;4;50;0;2H;0;0
G-1061;1982;M-1982-05;T-34;Hungary;HUN;P-04758;10;69;0;2H;0;0
G-1062;1982;M-1982-05;T-34;Hungary;HUN;P-04758;10;72;0;2H;0;0
G-1063;1982;M-1982-05;T-34;Hungary;HUN;P-04758;10;76;0;2H;0;0
G-1064;1982;M-1982-05;T-34;Hungary;HUN;P-04097;12;70;0;2H;0;0
G-1065;1982;M-1982-05;T-26;El Salvador;SLV;P-02077;14;64;0;2H;0;0
G-1066;1982;M-1982-06;T-61;Scotland;SCO;P-04509;8;18;0;1H;0;0
G-1067;1982;M-1982-06;T-61;Scotland;SCO;P-01654;10;29;0;1H;0;0
G-1068;1982;M-1982-06;T-61;Scotland;SCO;P-01654;10;32;0;1H;0;0
G-1069;1982;M-1982-06;T-61;Scotland;SCO;P-07209;11;73;0;2H;0;0
G-1070;1982;M-1982-06;T-61;Scotland;SCO;P-06886;18;79;0;2H;0;0
G-1071;1982;M-1982-06;T-47;New Zealand;NZL;P-05984;10;54;0;2H;0;0
G-1072;1982;M-1982-06;T-47;New Zealand;NZL;P-06482;9;64;0;2H;0;0
G-1073;1982;M-1982-07;T-82;West Germany;DEU;P-08975;11;67;0;2H;0;0
G-1074;1982;M-1982-07;T-01;Algeria;DZA;P-05987;11;54;0;2H;0;0
G-1075;1982;M-1982-07;T-01;Algeria;DZA;P-06826;10;68;0;2H;0;0
G-1076;1982;M-1982-08;T-27;England;ENG;P-01902;16;1;0;1H;0;0
G-1077;1982;M-1982-08;T-27;England;ENG;P-01902;16;67;0;2H;0;0
G-1078;1982;M-1982-08;T-27;England;ENG;P-05041;11;83;0;2H;0;0
G-1079;1982;M-1982-08;T-28;France;FRA;P-09901;20;24;0;1H;0;0
G-1080;1982;M-1982-09;T-70;Spain;ESP;P-02912;11;65;0;2H;0;1
G-1081;1982;M-1982-09;T-33;Honduras;HND;P-09011;15;8;0;1H;0;0
G-1082;1982;M-1982-10;T-05;Austria;AUT;P-02601;7;22;0;1H;0;0
G-1083;1982;M-1982-11;T-20;Czechoslovakia;CSK;P-07198;8;21;0;1H;0;1
G-1084;1982;M-1982-11;T-43;Kuwait;KWT;P-06167;16;57;0;2H;0;0
G-1085;1982;M-1982-13;T-39;Italy;ITA;P-00500;16;18;0;1H;0;0
G-1086;1982;M-1982-13;T-54;Peru;PER;P-09739;15;83;0;2H;0;0
G-1087;1982;M-1982-14;T-03;Argentina;ARG;P-05050;4;26;0;1H;0;0
G-1088;1982;M-1982-14;T-03;Argentina;ARG;P-06516;10;28;0;1H;0;0
G-1089;1982;M-1982-14;T-03;Argentina;ARG;P-06516;10;57;0;2H;0;0
G-1090;1982;M-1982-14;T-03;Argentina;ARG;P-06578;1;60;0;2H;0;0
G-1091;1982;M-1982-14;T-34;Hungary;HUN;P-06199;11;76;0;2H;0;0
G-1092;1982;M-1982-15;T-09;Brazil;BRA;P-03653;10;33;0;1H;0;0
G-1093;1982;M-1982-15;T-09;Brazil;BRA;P-00869;3;48;0;2H;0;0
G-1094;1982;M-1982-15;T-09;Brazil;BRA;P-05515;11;63;0;2H;0;0
G-1095;1982;M-1982-15;T-09;Brazil;BRA;P-05820;15;87;0;2H;0;0
G-1096;1982;M-1982-15;T-61;Scotland;SCO;P-00355;14;18;0;1H;0;0
G-1097;1982;M-1982-17;T-06;Belgium;BEL;P-07546;10;19;0;1H;0;0
G-1098;1982;M-1982-18;T-69;Soviet Union;SUN;P-02943;9;24;0;1H;0;0
G-1099;1982;M-1982-18;T-69;Soviet Union;SUN;P-01271;11;48;0;2H;0;0
G-1100;1982;M-1982-18;T-69;Soviet Union;SUN;P-03384;5;68;0;2H;0;0
G-1101;1982;M-1982-19;T-82;West Germany;DEU;P-08975;11;9;0;1H;0;0
G-1102;1982;M-1982-19;T-82;West Germany;DEU;P-08975;11;57;0;2H;0;0
G-1103;1982;M-1982-19;T-82;West Germany;DEU;P-08975;11;66;0;2H;0;0
G-1104;1982;M-1982-19;T-82;West Germany;DEU;P-03995;13;81;0;2H;0;0
G-1105;1982;M-1982-19;T-13;Chile;CHL;P-02155;11;90;0;2H;0;0
G-1106;1982;M-1982-20;T-27;England;ENG;P-01938;8;62;0;2H;0;0
G-1107;1982;M-1982-20;T-27;England;ENG;P-04963;5;66;0;2H;1;0
G-1108;1982;M-1982-21;T-70;Spain;ESP;P-08436;7;14;0;1H;0;1
G-1109;1982;M-1982-21;T-70;Spain;ESP;P-02836;15;66;0;2H;0;0
G-1110;1982;M-1982-21;T-83;Yugoslavia;YUG;P-04224;3;10;0;1H;0;0
G-1111;1982;M-1982-22;T-05;Austria;AUT;P-02601;7;55;0;2H;0;0
G-1112;1982;M-1982-22;T-05;Austria;AUT;P-06890;9;67;0;2H;0;0
G-1113;1982;M-1982-23;T-28;France;FRA;P-08166;9;31;0;1H;0;0
G-1114;1982;M-1982-23;T-28;France;FRA;P-07530;10;43;0;1H;0;0
G-1115;1982;M-1982-23;T-28;France;FRA;P-00182;19;48;0;2H;0;0
G-1116;1982;M-1982-23;T-28;France;FRA;P-05135;4;89;0;2H;0;0
G-1117;1982;M-1982-23;T-43;Kuwait;KWT;P-01258;8;75;0;2H;0;0
G-1118;1982;M-1982-24;T-33;Honduras;HND;P-09045;7;60;0;2H;0;0
G-1119;1982;M-1982-24;T-50;Northern Ireland;NIR;P-01384;9;10;0;1H;0;0
G-1120;1982;M-1982-25;T-55;Poland;POL;P-02033;11;55;0;2H;0;0
G-1121;1982;M-1982-25;T-55;Poland;POL;P-07200;16;58;0;2H;0;0
G-1122;1982;M-1982-25;T-55;Poland;POL;P-05351;20;61;0;2H;0;0
G-1123;1982;M-1982-25;T-55;Poland;POL;P-06717;13;68;0;2H;0;0
G-1124;1982;M-1982-25;T-55;Poland;POL;P-08965;15;76;0;2H;0;0
G-1125;1982;M-1982-25;T-54;Peru;PER;P-06049;19;83;0;2H;0;0
G-1126;1982;M-1982-26;T-06;Belgium;BEL;P-04832;21;76;0;2H;0;0
G-1127;1982;M-1982-26;T-34;Hungary;HUN;P-07964;19;27;0;1H;0;0
G-1128;1982;M-1982-27;T-69;Soviet Union;SUN;P-07281;3;59;0;2H;0;0
G-1129;1982;M-1982-27;T-69;Soviet Union;SUN;P-09762;7;84;0;2H;0;0
G-1130;1982;M-1982-27;T-61;Scotland;SCO;P-05720;15;15;0;1H;0;0
G-1131;1982;M-1982-27;T-61;Scotland;SCO;P-09225;4;86;0;2H;0;0
G-1132;1982;M-1982-28;T-39;Italy;ITA;P-01606;19;60;0;2H;0;0
G-1133;1982;M-1982-28;T-11;Cameroon;CMR;P-00607;8;61;0;2H;0;0
G-1134;1982;M-1982-29;T-03;Argentina;ARG;P-00705;15;22;0;1H;0;1
G-1135;1982;M-1982-29;T-03;Argentina;ARG;P-05050;4;54;0;2H;0;0
G-1136;1982;M-1982-30;T-09;Brazil;BRA;P-03653;10;28;0;1H;0;0
G-1137;1982;M-1982-30;T-09;Brazil;BRA;P-03653;10;31;0;1H;0;0
G-1138;1982;M-1982-30;T-09;Brazil;BRA;P-05820;15;64;0;2H;0;0
G-1139;1982;M-1982-30;T-09;Brazil;BRA;P-06564;9;70;0;2H;0;0
G-1140;1982;M-1982-31;T-01;Algeria;DZA;P-04611;7;7;0;1H;0;0
G-1141;1982;M-1982-31;T-01;Algeria;DZA;P-04611;7;31;0;1H;0;0
G-1142;1982;M-1982-31;T-01;Algeria;DZA;P-07075;9;35;0;1H;0;0
G-1143;1982;M-1982-31;T-13;Chile;CHL;P-07951;20;59;0;2H;0;1
G-1144;1982;M-1982-31;T-13;Chile;CHL;P-03618;9;73;0;2H;0;0
G-1145;1982;M-1982-32;T-28;France;FRA;P-00182;19;66;0;2H;0;0
G-1146;1982;M-1982-32;T-20;Czechoslovakia;CSK;P-07198;8;84;0;2H;0;1
G-1147;1982;M-1982-33;T-83;Yugoslavia;YUG;P-00443;7;88;0;2H;0;1
G-1148;1982;M-1982-34;T-82;West Germany;DEU;P-08438;9;10;0;1H;0;0
G-1149;1982;M-1982-35;T-27;England;ENG;P-01938;8;27;0;1H;0;0
G-1150;1982;M-1982-36;T-50;Northern Ireland;NIR;P-01384;9;47;0;2H;0;0
G-1151;1982;M-1982-37;T-28;France;FRA;P-08166;9;39;0;1H;0;0
G-1152;1982;M-1982-38;T-55;Poland;POL;P-05351;20;4;0;1H;0;0
G-1153;1982;M-1982-38;T-55;Poland;POL;P-05351;20;26;0;1H;0;0
G-1154;1982;M-1982-38;T-55;Poland;POL;P-05351;20;53;0;2H;0;0
G-1155;1982;M-1982-39;T-39;Italy;ITA;P-06751;14;57;0;2H;0;0
G-1156;1982;M-1982-39;T-39;Italy;ITA;P-05548;4;67;0;2H;0;0
G-1157;1982;M-1982-39;T-03;Argentina;ARG;P-00705;15;83;0;2H;0;0
G-1158;1982;M-1982-41;T-05;Austria;AUT;P-00398;5;50;0;2H;0;0
G-1159;1982;M-1982-41;T-05;Austria;AUT;P-03157;10;68;0;2H;0;0
G-1160;1982;M-1982-41;T-50;Northern Ireland;NIR;P-07495;11;27;0;1H;0;0
G-1161;1982;M-1982-41;T-50;Northern Ireland;NIR;P-07495;11;75;0;2H;0;0
G-1162;1982;M-1982-42;T-69;Soviet Union;SUN;P-06097;10;48;0;2H;0;0
G-1163;1982;M-1982-43;T-03;Argentina;ARG;P-01117;6;89;0;2H;0;0
G-1164;1982;M-1982-43;T-09;Brazil;BRA;P-03653;10;11;0;1H;0;0
G-1165;1982;M-1982-43;T-09;Brazil;BRA;P-06564;9;66;0;2H;0;0
G-1166;1982;M-1982-43;T-09;Brazil;BRA;P-01964;6;75;0;2H;0;0
G-1167;1982;M-1982-44;T-82;West Germany;DEU;P-05795;7;50;0;2H;0;0
G-1168;1982;M-1982-44;T-82;West Germany;DEU;P-01085;8;75;0;2H;0;0
G-1169;1982;M-1982-44;T-70;Spain;ESP;P-05930;10;82;0;2H;0;0
G-1170;1982;M-1982-45;T-28;France;FRA;P-01018;12;33;0;1H;0;0
G-1171;1982;M-1982-45;T-28;France;FRA;P-01018;12;80;0;2H;0;0
G-1172;1982;M-1982-45;T-28;France;FRA;P-00360;18;46;0;2H;0;0
G-1173;1982;M-1982-45;T-28;France;FRA;P-00360;18;68;0;2H;0;0
G-1174;1982;M-1982-45;T-50;Northern Ireland;NIR;P-01384;9;75;0;2H;0;0
G-1175;1982;M-1982-47;T-39;Italy;ITA;P-08703;20;5;0;1H;0;0
G-1176;1982;M-1982-47;T-39;Italy;ITA;P-08703;20;25;0;1H;0;0
G-1177;1982;M-1982-47;T-39;Italy;ITA;P-08703;20;74;0;2H;0;0
G-1178;1982;M-1982-47;T-09;Brazil;BRA;P-03716;8;12;0;1H;0;0
G-1179;1982;M-1982-47;T-09;Brazil;BRA;P-05820;15;68;0;2H;0;0
G-1180;1982;M-1982-49;T-39;Italy;ITA;P-08703;20;22;0;1H;0;0
G-1181;1982;M-1982-49;T-39;Italy;ITA;P-08703;20;73;0;2H;0;0
G-1182;1982;M-1982-50;T-82;West Germany;DEU;P-05795;7;17;0;1H;0;0
G-1183;1982;M-1982-50;T-82;West Germany;DEU;P-08975;11;102;0;ET, 1H;0;0
G-1184;1982;M-1982-50;T-82;West Germany;DEU;P-01085;8;108;0;ET, 2H;0;0
G-1185;1982;M-1982-50;T-28;France;FRA;P-07530;10;26;0;1H;0;1
G-1186;1982;M-1982-50;T-28;France;FRA;P-03401;8;92;0;ET, 1H;0;0
G-1187;1982;M-1982-50;T-28;France;FRA;P-01018;12;98;0;ET, 1H;0;0
G-1188;1982;M-1982-51;T-55;Poland;POL;P-00830;17;40;0;1H;0;0
G-1189;1982;M-1982-51;T-55;Poland;POL;P-00203;10;44;0;1H;0;0
G-1190;1982;M-1982-51;T-55;Poland;POL;P-04024;3;46;0;2H;0;0
G-1191;1982;M-1982-51;T-28;France;FRA;P-01783;11;13;0;1H;0;0
G-1192;1982;M-1982-51;T-28;France;FRA;P-04252;16;72;0;2H;0;0
G-1193;1982;M-1982-52;T-39;Italy;ITA;P-08703;20;57;0;2H;0;0
G-1194;1982;M-1982-52;T-39;Italy;ITA;P-06751;14;69;0;2H;0;0
G-1195;1982;M-1982-52;T-39;Italy;ITA;P-09627;18;81;0;2H;0;0
G-1196;1982;M-1982-52;T-82;West Germany;DEU;P-02216;3;83;0;2H;0;0
G-1197;1986;M-1986-01;T-10;Bulgaria;BGR;P-06558;2;85;0;2H;0;0
G-1198;1986;M-1986-01;T-39;Italy;ITA;P-09627;18;44;0;1H;0;0
G-1199;1986;M-1986-02;T-09;Brazil;BRA;P-03716;18;62;0;2H;0;0
G-1200;1986;M-1986-03;T-28;France;FRA;P-03112;17;79;0;2H;0;0
G-1201;1986;M-1986-04;T-03;Argentina;ARG;P-04626;11;6;0;1H;0;0
G-1202;1986;M-1986-04;T-03;Argentina;ARG;P-04626;11;46;0;2H;0;0
G-1203;1986;M-1986-04;T-03;Argentina;ARG;P-06983;19;18;0;1H;0;0
G-1204;1986;M-1986-04;T-68;South Korea;KOR;P-02029;10;73;0;2H;0;0
G-1205;1986;M-1986-05;T-69;Soviet Union;SUN;P-04507;8;2;0;1H;0;0
G-1206;1986;M-1986-05;T-69;Soviet Union;SUN;P-01983;20;4;0;1H;0;0
G-1207;1986;M-1986-05;T-69;Soviet Union;SUN;P-09401;19;24;0;1H;0;1
G-1208;1986;M-1986-05;T-69;Soviet Union;SUN;P-05306;7;66;0;2H;0;0
G-1209;1986;M-1986-05;T-69;Soviet Union;SUN;P-09655;14;80;0;2H;0;0
